slug,title_len,title_core_len,title_suffix,h1_count,h2_count,h2_question,h2_numbered,body_chars,keypoints,keypoints_is_toc,keypoints_has_target,visible_pubdate,visible_moddate,visible_author,ld_types,ld_blocks,has_faqpage,faq_q_ld,faq_q_body,faq_h2,author_by_id,tel_in_ld,wordcount_ld,datePublished,dateModified,mod_eq_pub,age_days,related_cards,inbody_blog_links,ext_domains,ext_list,cta_coconala_text_to_contact,cta_links,img_count,img_no_wh,img_no_alt,img_non_webp,img_no_lazy,ga4_config,clarity,canonical,canonical_ok,n_200社,n_110社,n_70社,"n_3,000円","n_¥10,000","n_10,000円",n_1万円,intro_chars,has_evidence_words
claude-code-ga4-analytics-integration,58,35,True,1,9,0,7,3149,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3500,2026-05-31,2026-05-31,True,102,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-ga4-analytics-integration.html,True,1,0,0,0,1,0,0,505,0
claude-code-gmail-integration,56,33,True,1,8,0,7,4650,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,5035,2026-05-05,2026-05-05,True,128,3,0,0,,0,,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-gmail-integration.html,True,0,0,0,0,1,0,0,673,2
claude-code-google-ads-integration,65,42,True,1,9,0,7,3381,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3743,2026-06-07,2026-06-07,True,95,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-ads-integration.html,True,0,0,0,0,1,0,0,485,0
claude-code-google-business-profile-integration,63,40,True,1,8,0,0,2488,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,0,True,True,True,2820,2026-06-01,2026-06-01,True,101,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-business-profile-integration.html,True,0,0,0,0,1,0,0,466,0
claude-code-google-calendar-integration,59,36,True,1,9,0,7,2796,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3139,2026-05-28,2026-05-28,True,105,3,0,0,,0,導入サポートを相談する→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-calendar-integration.html,True,1,0,0,0,1,0,0,439,0
claude-code-google-docs-integration,61,38,True,1,10,0,7,2807,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3094,2026-06-19,2026-06-19,True,83,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-docs-integration.html,True,0,0,0,0,1,0,0,425,0
claude-code-google-drive-integration,58,35,True,1,12,0,7,4154,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4247,2026-07-28,2026-07-28,True,44,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-google-drive-integration.html,True,1,0,0,0,1,0,0,497,1
claude-code-google-sheets-integration,66,43,True,1,9,0,8,5054,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,5404,2026-07-15,2026-07-15,True,57,3,0,0,,0,,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-sheets-integration.html,True,0,0,0,0,1,1,0,670,1
claude-code-googleform-integration,67,44,True,1,9,0,7,3063,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3403,2026-06-01,2026-06-01,True,101,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-googleform-integration.html,True,0,0,0,0,1,0,0,491,0
claude-code-gross-margin-analysis,49,26,True,1,11,0,0,5024,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5150,2026-08-28,2026-08-28,True,13,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-gross-margin-analysis.html,True,0,0,0,0,0,0,0,271,3
claude-code-hooks-automation,52,29,True,1,10,0,6,3510,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3785,2026-04-21,2026-04-21,True,142,3,0,0,,0,お問い合わせはこちら→../#contact,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-hooks-automation.html,True,1,0,0,0,1,0,0,557,0
claude-code-hotpepper-beauty-integration,60,37,True,1,10,0,7,3429,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3665,2026-06-26,2026-06-26,True,76,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-hotpepper-beauty-integration.html,True,1,0,0,0,0,0,0,570,2
claude-code-hubspot-integration,66,43,True,1,8,0,6,2438,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,2730,2026-05-13,2026-05-13,True,120,3,0,0,,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-hubspot-integration.html,True,1,0,0,0,1,0,0,355,0
claude-code-indeed-integration,59,36,True,1,10,0,7,3801,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4095,2026-06-15,2026-06-15,True,87,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-indeed-integration.html,True,0,0,0,0,1,0,0,499,1
claude-code-instagram-integration,65,42,True,1,10,0,7,3706,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4014,2026-06-14,2026-06-14,True,88,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-instagram-integration.html,True,0,0,0,0,1,0,0,495,1
claude-code-invoice-amount-reconciliation,53,30,True,1,13,0,0,4190,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4586,2026-08-18,2026-08-18,True,23,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-invoice-amount-reconciliation.html,True,1,0,0,0,2,0,0,381,2
claude-code-invoice-registration-check,58,35,True,1,11,0,0,4441,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,4558,2026-09-04,2026-09-04,True,6,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-invoice-registration-check.html,True,0,0,0,0,0,0,0,680,0
claude-code-jalan-integration,59,36,True,1,12,0,7,4165,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4252,2026-07-26,2026-07-26,True,46,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-jalan-integration.html,True,1,0,0,0,1,0,0,486,2
claude-code-jobcan-integration,59,36,True,1,11,0,7,3300,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3536,2026-06-11,2026-06-11,True,91,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-jobcan-integration.html,True,0,0,0,0,0,1,0,465,0
claude-code-kintone-integration,59,36,True,1,8,0,6,4300,3,True,False,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,5,True,True,True,4603,2026-05-08,2026-05-08,True,125,3,0,0,,0,お問い合わせはこちら→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-kintone-integration.html,True,0,0,0,0,1,0,0,530,2
claude-code-line-official-integration,59,36,True,1,9,0,7,2786,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3138,2026-05-27,2026-05-27,True,106,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-line-official-integration.html,True,1,0,0,0,1,0,0,445,0
claude-code-lineworks-integration,60,37,True,1,10,0,7,3436,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3714,2026-07-07,2026-07-07,True,65,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-lineworks-integration.html,True,1,0,0,0,1,0,0,485,0
claude-code-linkedin-integration,65,42,True,1,9,0,6,2844,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,2924,2026-07-17,2026-07-17,True,55,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-linkedin-integration.html,True,1,0,0,0,0,0,0,506,0
claude-code-loan-repayment-overview,47,24,True,1,11,0,0,4708,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,4840,2026-08-31,2026-08-31,True,10,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-loan-repayment-overview.html,True,0,0,0,0,0,0,0,353,0
claude-code-loop-scheduler-automation,56,33,True,1,10,0,7,4184,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4543,2026-04-23,2026-04-23,True,140,3,0,0,,0,,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-loop-scheduler-automation.html,True,0,0,0,0,1,0,0,647,0
claude-code-lost-deal-review,48,25,True,1,11,0,0,4929,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5073,2026-09-07,2026-09-07,True,3,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-lost-deal-review.html,True,0,0,0,0,0,0,0,708,0
claude-code-mailchimp-integration,63,40,True,1,9,0,7,2934,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3193,2026-05-24,2026-05-24,True,109,3,0,0,,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-mailchimp-integration.html,True,0,0,0,0,1,0,0,489,0
claude-code-make-integration,59,36,True,1,10,0,7,3503,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3722,2026-07-24,2026-07-24,True,48,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-make-integration.html,True,1,0,0,0,0,0,0,576,2
claude-code-mcp-integration,54,31,True,1,9,1,7,4948,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList,1,False,0,0,True,True,True,5039,2026-04-18,2026-04-18,True,145,3,0,2,fonts.googleapis.com fonts.gstatic.com,0,無料相談→../#contact | 無料相談→../#contact,5,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-mcp-integration.html,True,0,0,0,0,1,0,0,708,0
claude-code-mercari-shops-integration,65,42,True,1,10,0,7,3599,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3919,2026-06-18,2026-06-18,True,84,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-mercari-shops-integration.html,True,0,0,0,0,1,0,0,499,1
claude-code-microsoft-teams-integration,63,40,True,1,10,0,7,3450,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3673,2026-06-30,2026-06-30,True,72,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-microsoft-teams-integration.html,True,1,0,0,0,1,0,0,567,1
claude-code-microsoft365-integration,80,57,True,1,7,0,5,2592,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,2869,2026-05-09,2026-05-09,True,124,3,0,0,,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-microsoft365-integration.html,True,0,0,0,0,1,0,1,419,1
claude-code-minne-integration,61,38,True,1,10,0,7,3654,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3748,2026-07-21,2026-07-21,True,51,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-minne-integration.html,True,1,0,0,0,0,0,0,521,0
claude-code-miro-integration,59,36,True,1,10,0,7,3882,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,4172,2026-07-10,2026-07-10,True,62,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-miro-integration.html,True,1,0,0,0,1,0,0,497,1
claude-code-model-cost-optimization,62,39,True,1,12,0,7,4463,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4589,2026-08-01,2026-08-01,True,40,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-model-cost-optimization.html,True,2,0,0,0,1,0,0,532,1
claude-code-moneyforward-integration,64,41,True,1,9,0,7,2487,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,2794,2026-06-01,2026-06-01,True,101,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-moneyforward-integration.html,True,0,0,0,0,1,0,0,346,0
claude-code-near-miss-records,48,25,True,1,11,0,0,4695,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,4835,2026-09-06,2026-09-06,True,4,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-near-miss-records.html,True,0,0,0,0,0,0,0,730,2
claude-code-new-client-credit-check,50,27,True,1,11,0,0,5036,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5161,2026-08-30,2026-08-30,True,11,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-new-client-credit-check.html,True,0,0,0,0,0,0,0,334,1
claude-code-note-integration,60,37,True,1,10,0,7,3105,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3366,2026-07-04,2026-07-04,True,68,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-note-integration.html,True,1,0,0,0,1,0,0,463,0
claude-code-notion-integration,68,45,True,1,10,0,0,2884,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3173,2026-05-01,2026-05-01,True,132,3,0,0,,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-notion-integration.html,True,1,0,0,0,1,0,0,576,1
claude-code-paper-document-digitization,56,33,True,1,11,0,0,5195,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,5,True,True,True,5270,2026-08-15,2026-08-15,True,26,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-paper-document-digitization.html,True,1,0,0,0,0,0,0,413,3
claude-code-paypay-integration,66,43,True,1,9,0,6,2988,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3063,2026-07-19,2026-07-19,True,53,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-paypay-integration.html,True,1,0,0,0,0,0,0,519,0
claude-code-peatix-integration,63,40,True,1,11,0,8,4320,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4397,2026-07-23,2026-07-23,True,49,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-peatix-integration.html,True,1,0,0,0,0,0,0,544,1
claude-code-peraichi-integration,61,38,True,1,10,0,7,3236,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3455,2026-06-25,2026-06-25,True,77,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-peraichi-integration.html,True,1,0,0,0,1,0,0,496,1
claude-code-permission-security-guide,52,29,True,1,12,0,7,4255,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4378,2026-07-31,2026-07-31,True,41,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-permission-security-guide.html,True,2,0,0,0,1,0,0,513,0
claude-code-pinterest-integration,68,45,True,1,10,0,7,3896,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3970,2026-07-12,2026-07-12,True,60,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-pinterest-integration.html,True,1,0,0,0,0,0,0,562,0
claude-code-plan-mode-business,62,39,True,1,9,0,6,4423,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,5,True,True,True,4795,2026-04-28,2026-04-28,True,135,3,0,0,,0,,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-plan-mode-business.html,True,1,0,0,0,0,1,0,642,1
claude-code-playwright-automation,58,35,True,1,10,0,7,4169,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4523,2026-04-22,2026-04-22,True,141,3,0,0,,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-playwright-automation.html,True,0,0,0,0,1,0,0,650,2
claude-code-price-revision-preparation,47,24,True,1,11,0,0,4036,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4270,2026-08-24,2026-08-24,True,17,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-price-revision-preparation.html,True,1,0,0,0,0,0,0,299,0
claude-code-quote-comparison,44,21,True,1,11,0,0,4496,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4728,2026-08-23,2026-08-23,True,18,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-quote-comparison.html,True,1,0,0,0,0,0,0,442,0
claude-code-rakuraku-seisan-integration,54,31,True,1,10,0,7,4039,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,4305,2026-07-08,2026-07-08,True,64,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-rakuraku-seisan-integration.html,True,1,0,0,0,1,0,0,458,0
claude-code-rakuten-integration,63,40,True,1,10,0,7,3048,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3320,2026-06-21,2026-06-21,True,81,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-rakuten-integration.html,True,0,0,0,0,1,0,0,469,0
claude-code-receivables-payment-check,48,25,True,1,11,0,0,4680,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,4810,2026-08-29,2026-08-29,True,12,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-receivables-payment-check.html,True,0,0,0,0,0,0,0,301,2
claude-code-remote-control-mobile,59,36,True,1,9,0,6,4213,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,5,True,True,True,4594,2026-04-27,2026-04-27,True,136,3,0,0,,0,,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-remote-control-mobile.html,True,1,0,0,0,0,1,0,686,1
claude-code-reserva-integration,63,40,True,1,12,0,7,4004,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4097,2026-07-27,2026-07-27,True,45,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-reserva-integration.html,True,1,0,0,0,1,0,0,491,1
claude-code-returns-defect-log,48,25,True,1,11,0,0,5523,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5663,2026-09-09,2026-09-09,True,1,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-returns-defect-log.html,True,0,0,0,0,0,0,0,733,1
claude-code-salesforce-integration,69,46,True,1,8,0,6,2807,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3099,2026-05-16,2026-05-16,True,117,3,0,0,,0,,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-salesforce-integration.html,True,1,0,0,0,1,0,0,400,0
claude-code-sansan-integration,61,38,True,1,9,0,7,3135,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3478,2026-06-02,2026-06-02,True,100,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-sansan-integration.html,True,0,0,0,0,1,0,0,490,0
claude-code-search-console-integration,57,34,True,1,10,0,7,4041,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4351,2026-06-13,2026-06-13,True,89,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-search-console-integration.html,True,0,0,0,0,1,0,0,529,1
claude-code-shopify-integration,60,37,True,1,8,0,6,3054,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3302,2026-05-14,2026-05-14,True,119,3,0,0,,0,,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-shopify-integration.html,True,1,0,0,0,1,0,0,444,0
claude-code-skills-knowledge,53,30,True,1,10,0,7,4476,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4851,2026-04-26,2026-04-26,True,137,3,0,0,,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-skills-knowledge.html,True,0,0,0,0,1,0,0,724,1
claude-code-slack-integration,62,39,True,1,10,0,0,2888,3,True,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3181,2026-05-06,2026-05-06,True,127,3,0,0,,0,無料相談はこちら→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-slack-integration.html,True,1,0,0,0,0,0,0,521,0
claude-code-slash-commands,53,30,True,1,10,0,6,3029,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3300,2026-04-20,2026-04-20,True,143,3,0,0,,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-slash-commands.html,True,1,0,0,0,1,0,0,502,0
claude-code-smaregi-integration,62,39,True,1,10,0,7,3419,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3642,2026-07-03,2026-07-03,True,69,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-smaregi-integration.html,True,1,0,0,0,1,0,0,534,1
