slug,title_len,title_core_len,title_suffix,h1_count,h2_count,h2_question,h2_numbered,body_chars,keypoints,keypoints_is_toc,keypoints_has_target,visible_pubdate,visible_moddate,visible_author,ld_types,ld_blocks,has_faqpage,faq_q_ld,faq_q_body,faq_h2,author_by_id,tel_in_ld,wordcount_ld,datePublished,dateModified,mod_eq_pub,age_days,related_cards,inbody_blog_links,ext_domains,ext_list,cta_coconala_text_to_contact,cta_links,img_count,img_no_wh,img_no_alt,img_non_webp,img_no_lazy,ga4_config,clarity,canonical,canonical_ok,n_200社,n_110社,n_70社,"n_3,000円","n_¥10,000","n_10,000円",n_1万円,intro_chars,has_evidence_words
claude-code-food-delivery-integration,57,34,True,1,12,2,7,4154,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4140,2026-07-29,2026-09-10,False,43,3,1,2,fonts.googleapis.com merchants.ubereats.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-food-delivery-integration.html,True,0,0,0,0,1,0,0,613,0
claude-code-freee-integration,55,32,True,1,7,2,5,2536,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,2673,2026-05-12,2026-09-10,False,121,3,2,1,developer.freee.co.jp,0,,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-freee-integration.html,True,0,0,0,0,1,0,0,488,1
claude-code-ga4-analytics-integration,58,35,True,1,9,2,7,3322,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3584,2026-05-31,2026-09-10,False,102,3,2,1,support.google.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-ga4-analytics-integration.html,True,0,0,0,0,1,0,0,594,0
claude-code-gmail-integration,56,33,True,1,8,2,7,4809,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,5106,2026-05-05,2026-09-10,False,128,3,2,1,developers.google.com,0,,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-gmail-integration.html,True,0,0,0,0,1,0,0,783,2
claude-code-google-ads-integration,65,42,True,1,9,2,7,3588,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3860,2026-06-07,2026-09-10,False,95,3,2,1,business.google.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-ads-integration.html,True,0,0,0,0,1,0,0,575,0
claude-code-google-business-profile-integration,63,40,True,1,8,2,0,2695,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,0,True,True,True,2943,2026-06-01,2026-09-10,False,101,3,2,1,business.google.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-business-profile-integration.html,True,0,0,0,0,1,0,0,550,0
claude-code-google-calendar-integration,59,36,True,1,9,2,7,2997,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3247,2026-05-28,2026-09-10,False,105,3,2,1,developers.google.com,0,導入サポートを相談する→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-calendar-integration.html,True,0,0,0,0,1,0,0,532,0
claude-code-google-docs-integration,61,38,True,1,10,2,7,3036,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3238,2026-06-19,2026-09-10,False,83,3,2,1,developers.google.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-docs-integration.html,True,0,0,0,0,1,0,0,510,0
claude-code-google-drive-integration,58,35,True,1,12,2,7,4405,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4398,2026-07-28,2026-09-10,False,44,3,1,2,developers.google.com fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-google-drive-integration.html,True,0,0,0,0,1,0,0,597,1
claude-code-google-sheets-integration,66,43,True,1,9,2,8,5274,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,5541,2026-07-15,2026-09-10,False,57,3,2,1,developers.google.com,0,,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-google-sheets-integration.html,True,0,0,0,0,1,1,0,785,1
claude-code-googleform-integration,67,44,True,1,9,2,7,3266,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3515,2026-06-01,2026-09-10,False,101,3,2,1,developers.google.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-googleform-integration.html,True,0,0,0,0,1,0,0,582,0
claude-code-gross-margin-analysis,49,26,True,1,11,2,0,5293,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5305,2026-08-28,2026-09-10,False,13,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-gross-margin-analysis.html,True,0,0,0,0,0,0,0,385,3
claude-code-hooks-automation,52,29,True,1,10,2,6,3759,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3920,2026-04-21,2026-09-10,False,142,3,2,1,code.claude.com,0,お問い合わせはこちら→../#contact,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-hooks-automation.html,True,0,0,0,0,1,0,0,671,0
claude-code-hotpepper-beauty-integration,60,37,True,1,10,2,7,3684,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3827,2026-06-26,2026-09-10,False,76,3,2,2,beauty.hotpepper.jp fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-hotpepper-beauty-integration.html,True,0,0,0,0,0,0,0,663,2
claude-code-hubspot-integration,66,43,True,1,8,2,6,2682,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,2860,2026-05-13,2026-09-10,False,120,3,2,1,developers.hubspot.com,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-hubspot-integration.html,True,0,0,0,0,1,0,0,469,0
claude-code-indeed-integration,59,36,True,1,10,2,7,4040,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4240,2026-06-15,2026-09-10,False,87,3,2,1,jp.indeed.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-indeed-integration.html,True,0,0,0,0,1,0,0,593,1
claude-code-instagram-integration,65,42,True,1,10,2,7,3988,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4206,2026-06-14,2026-09-10,False,88,3,2,1,developers.facebook.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-instagram-integration.html,True,0,0,0,0,1,0,0,585,1
claude-code-invoice-amount-reconciliation,53,30,True,1,13,2,0,4465,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4767,2026-08-18,2026-09-10,False,23,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-invoice-amount-reconciliation.html,True,0,0,0,0,2,0,0,475,2
claude-code-invoice-registration-check,58,35,True,1,11,2,0,4731,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,4724,2026-09-04,2026-09-10,False,6,3,1,2,fonts.googleapis.com invoice-kohyo.nta.go.jp,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-invoice-registration-check.html,True,0,0,0,0,0,0,0,804,0
claude-code-jalan-integration,59,36,True,1,12,2,7,4410,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4406,2026-07-26,2026-09-10,False,46,3,2,2,fonts.googleapis.com jalan.net,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-jalan-integration.html,True,0,0,0,0,1,0,0,577,2
claude-code-jobcan-integration,59,36,True,1,11,2,7,3511,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3639,2026-06-11,2026-09-10,False,91,3,2,1,jobcan.ne.jp,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-jobcan-integration.html,True,0,0,0,0,0,1,0,573,0
claude-code-kintone-integration,59,36,True,1,8,2,6,4455,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,5,True,True,True,4668,2026-05-08,2026-09-10,False,125,3,2,1,cybozu.dev,0,お問い合わせはこちら→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-kintone-integration.html,True,0,0,0,0,1,0,0,620,2
claude-code-line-official-integration,59,36,True,1,9,2,7,2985,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3268,2026-05-27,2026-09-10,False,106,3,2,1,lycbiz.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-line-official-integration.html,True,0,0,0,0,1,0,0,514,0
claude-code-lineworks-integration,60,37,True,1,10,2,7,3650,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3858,2026-07-07,2026-09-10,False,65,3,2,2,fonts.googleapis.com line-works.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-lineworks-integration.html,True,0,0,0,0,1,0,0,555,0
claude-code-linkedin-integration,65,42,True,1,9,2,6,3062,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3069,2026-07-17,2026-09-10,False,55,3,2,2,fonts.googleapis.com linkedin.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-linkedin-integration.html,True,0,0,0,0,0,0,0,579,0
claude-code-loan-repayment-overview,47,24,True,1,11,2,0,4916,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,4937,2026-08-31,2026-09-10,False,10,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-loan-repayment-overview.html,True,0,0,0,0,0,0,0,464,0
claude-code-loop-scheduler-automation,56,33,True,1,10,2,7,4380,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4652,2026-04-23,2026-09-10,False,140,3,2,1,code.claude.com,0,,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-loop-scheduler-automation.html,True,0,0,0,0,1,0,0,734,0
claude-code-lost-deal-review,48,25,True,1,11,2,0,5171,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5200,2026-09-07,2026-09-10,False,3,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-lost-deal-review.html,True,0,0,0,0,0,0,0,823,0
claude-code-mailchimp-integration,63,40,True,1,9,2,7,3121,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3292,2026-05-24,2026-09-10,False,109,3,2,1,mailchimp.com,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-mailchimp-integration.html,True,0,0,0,0,1,0,0,591,0
claude-code-make-integration,59,36,True,1,10,2,7,3696,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3813,2026-07-24,2026-09-10,False,48,3,2,2,fonts.googleapis.com help.make.com,0,お問い合わせ→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-make-integration.html,True,0,0,0,0,0,0,0,678,2
claude-code-mcp-integration,54,31,True,1,9,3,7,5114,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,5104,2026-04-18,2026-09-10,False,145,3,2,3,code.claude.com fonts.googleapis.com fonts.gstatic.com,0,無料相談→../#contact | 無料相談→../#contact,5,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-mcp-integration.html,True,0,0,0,0,1,0,0,815,0
claude-code-mercari-shops-integration,65,42,True,1,10,2,7,3799,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4045,2026-06-18,2026-09-10,False,84,3,2,1,jp.mercari.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-mercari-shops-integration.html,True,0,0,0,0,1,0,0,573,1
claude-code-microsoft-teams-integration,63,40,True,1,10,2,7,3648,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3789,2026-06-30,2026-09-10,False,72,3,2,2,fonts.googleapis.com learn.microsoft.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-microsoft-teams-integration.html,True,0,0,0,0,1,0,0,649,1
claude-code-microsoft365-integration,80,57,True,1,7,2,5,2808,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,2982,2026-05-09,2026-09-10,False,124,3,2,1,learn.microsoft.com,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-microsoft365-integration.html,True,0,0,0,0,1,0,1,522,1
claude-code-minne-integration,61,38,True,1,10,2,7,3817,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3845,2026-07-21,2026-09-10,False,51,3,2,2,fonts.googleapis.com minne.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-minne-integration.html,True,0,0,0,0,0,0,0,587,0
claude-code-miro-integration,59,36,True,1,10,2,7,4054,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,4274,2026-07-10,2026-09-10,False,62,3,2,2,fonts.googleapis.com miro.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-miro-integration.html,True,0,0,0,0,1,0,0,567,1
claude-code-model-cost-optimization,62,39,True,1,12,2,7,4670,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4685,2026-08-01,2026-09-10,False,40,3,2,2,claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-model-cost-optimization.html,True,0,0,0,0,1,0,0,643,1
claude-code-moneyforward-integration,64,41,True,1,9,2,7,2700,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,2898,2026-06-01,2026-09-10,False,101,3,2,1,biz.moneyforward.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-moneyforward-integration.html,True,0,0,0,0,1,0,0,455,0
claude-code-near-miss-records,48,25,True,1,11,2,0,5004,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5031,2026-09-06,2026-09-10,False,4,3,2,2,anzeninfo.mhlw.go.jp fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-near-miss-records.html,True,0,0,0,0,0,0,0,843,2
claude-code-new-client-credit-check,50,27,True,1,11,2,0,5306,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5309,2026-08-30,2026-09-10,False,11,3,2,2,fonts.googleapis.com houjin-bangou.nta.go.jp,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-new-client-credit-check.html,True,0,0,0,0,0,0,0,456,1
claude-code-note-integration,60,37,True,1,10,2,7,3313,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3486,2026-07-04,2026-09-10,False,68,3,2,2,fonts.googleapis.com note.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-note-integration.html,True,0,0,0,0,1,0,0,551,0
claude-code-notion-integration,68,45,True,1,10,2,0,3125,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3312,2026-05-01,2026-09-10,False,132,3,2,1,developers.notion.com,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-notion-integration.html,True,0,0,0,0,1,0,0,678,1
claude-code-paper-document-digitization,56,33,True,1,11,2,0,5422,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,5,True,True,True,5400,2026-08-15,2026-09-10,False,26,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-paper-document-digitization.html,True,0,0,0,0,0,0,0,510,3
claude-code-paypay-integration,66,43,True,1,9,2,6,3219,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3210,2026-07-19,2026-09-10,False,53,3,2,2,fonts.googleapis.com paypay.ne.jp,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-paypay-integration.html,True,0,0,0,0,0,0,0,603,0
claude-code-peatix-integration,63,40,True,1,11,2,8,4537,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4518,2026-07-23,2026-09-10,False,49,3,2,2,fonts.googleapis.com peatix.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-peatix-integration.html,True,0,0,0,0,0,0,0,640,1
claude-code-peraichi-integration,61,38,True,1,10,2,7,3481,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3614,2026-06-25,2026-09-10,False,77,3,2,2,fonts.googleapis.com peraichi.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-peraichi-integration.html,True,0,0,0,0,1,0,0,582,1
claude-code-permission-security-guide,52,29,True,1,12,2,7,4455,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4482,2026-07-31,2026-09-10,False,41,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-permission-security-guide.html,True,0,0,0,0,1,0,0,609,0
claude-code-pinterest-integration,68,45,True,1,10,2,7,4124,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,4114,2026-07-12,2026-09-10,False,60,3,2,2,developers.pinterest.com fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-pinterest-integration.html,True,0,0,0,0,0,0,0,646,0
claude-code-plan-mode-business,62,39,True,1,9,2,6,4675,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,5,True,True,True,4948,2026-04-28,2026-09-10,False,135,3,2,1,code.claude.com,0,,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-plan-mode-business.html,True,0,0,0,0,0,1,0,741,1
claude-code-playwright-automation,58,35,True,1,10,2,7,4347,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4616,2026-04-22,2026-09-10,False,141,3,2,1,playwright.dev,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-playwright-automation.html,True,0,0,0,0,1,0,0,735,2
claude-code-price-revision-preparation,47,24,True,1,11,2,0,4271,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4408,2026-08-24,2026-09-10,False,17,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-price-revision-preparation.html,True,0,0,0,0,0,0,0,396,0
claude-code-quote-comparison,44,21,True,1,11,2,0,4722,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4854,2026-08-23,2026-09-10,False,18,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-quote-comparison.html,True,0,0,0,0,0,0,0,542,0
claude-code-rakuraku-seisan-integration,54,31,True,1,10,2,7,4169,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,4337,2026-07-08,2026-09-10,False,64,3,2,2,fonts.googleapis.com rakus.co.jp,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-rakuraku-seisan-integration.html,True,0,0,0,0,1,0,0,556,0
claude-code-rakuten-integration,63,40,True,1,10,2,7,3237,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3417,2026-06-21,2026-09-10,False,81,3,2,1,code.claude.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-rakuten-integration.html,True,0,0,0,0,1,0,0,561,0
claude-code-receivables-payment-check,48,25,True,1,11,2,0,4932,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,4945,2026-08-29,2026-09-10,False,12,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-receivables-payment-check.html,True,0,0,0,0,0,0,0,418,2
claude-code-remote-control-mobile,59,36,True,1,9,2,6,4438,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,5,True,True,True,4736,2026-04-27,2026-09-10,False,136,3,2,1,code.claude.com,0,,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-remote-control-mobile.html,True,0,0,0,0,0,1,0,769,1
claude-code-reserva-integration,63,40,True,1,12,2,7,4247,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4238,2026-07-27,2026-09-10,False,45,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-reserva-integration.html,True,0,0,0,0,1,0,0,593,1
claude-code-returns-defect-log,48,25,True,1,11,2,0,5790,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5814,2026-09-09,2026-09-10,False,1,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-returns-defect-log.html,True,0,0,0,0,0,0,0,849,1
claude-code-salesforce-integration,69,46,True,1,8,2,6,3037,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3217,2026-05-16,2026-09-10,False,117,3,2,1,salesforce.com,0,,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-salesforce-integration.html,True,0,0,0,0,1,0,0,512,0
claude-code-sansan-integration,61,38,True,1,9,2,7,3293,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3548,2026-06-02,2026-09-10,False,100,3,2,1,jp.sansan.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-sansan-integration.html,True,0,0,0,0,1,0,0,578,0
claude-code-search-console-integration,57,34,True,1,10,2,7,4250,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4460,2026-06-13,2026-09-10,False,89,3,2,1,search.google.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-search-console-integration.html,True,0,0,0,0,1,0,0,629,1
claude-code-shopify-integration,60,37,True,1,8,2,6,3269,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3430,2026-05-14,2026-09-10,False,119,3,2,1,shopify.com,0,,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-shopify-integration.html,True,0,0,0,0,1,0,0,531,0
